Task Name,Completed By,Day,Completed,Time,VIP Acct#,Account,Address,City,ST,Zip,Distance,Premise,COT,Chain,On/Off Premise:,Did you speak to the buyer:,Who did you speak with:,CMC Notes:,Buyer Committed (New POD):,Instigated Re-Buy:,SKU #1:,Draft or PKG SKU #1:,QTY of SKU #1:,SKU #2:,Draft or PKG SKU #2:,QTY of SKU #2:,SKU #3:,Draft or PKG SKU #3:,QTY of SKU #3:,SKU #4:,Draft or PKG SKU #4:,QTY of SKU #4:,SKU #5:,Draft or PKG SKU #5:,QTY of SKU #5:,SKU #6:,Draft or PKG SKU #6:,QTY of SKU #6:,Buyer Objection:,Sampled Product:,Staff Education:,Built Display:,Confirmed Display:,Where is the Display:,How Many Cases:,Added POS:,Scheduled a 3rd Party Tasting:,Date of Event/Tasting:,Shelf Optimization:,Cold Space Placement:,Pricing Survey:,Supplier Price:,Competitor #1 Name:,Competitor #1 Price:,Competitor #2 Name:,Competitor #2 Price:,Mispriced Item Correction:,Price Feature Added:,Cold Shelf Photo #1:,Cold Shelf Photo #2:,Competitor Photo #1:,Competitor Photo #2:,Display Photo #1:,Display Photo #2:,Display Photo #3:,Menu Feature Photo #1:,POS Photo #1:,POS Photo #2:,POS Photo #3:,Warm Shelf Photo #1:,Warm Shelf Photo #2:,Other Photo #1:,Other Photo #2:,Other Photo #3:,Removed Damaged/OOC Product:,Executed Event:,Follow up:,Distributor Name:
"The Bruery","Nora Grusk",Fri,20241206,"06:22 PM",4377859,"RIFT BEER AND WINE","431 N SCOTTSDALE RD",SCOTTSDALE,AZ,85257,10.9,ON,BAR,INDEPENDENTS,On,YES,Damien,"**remote entry **Messaged Damien, one of the owners here at Rift. Emailed him all of the 12 days kegs and cases that are available to see what he may be interested in before they are gone. He thanked me for the information again, and will take a look with his business partner. Will follow up next week",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Matt Koch",Fri,20241206,"06:21 PM",159263,"MEAN EYED CAT BAR","1621 W 5TH ST",AUSTIN,TX,78703,0.1,ON,BAR,INDEPENDENTS,On,YES,Paul,"Revisited with Paul to discuss CANN and see if MEK was able to discuss bringing another distributor in. At this time, MEK wants CANN on the menu. Ive relayed the interest to Mexcor reps.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Celestial Mead","Nora Grusk",Fri,20241206,"06:20 PM",4377859,"RIFT BEER AND WINE","431 N SCOTTSDALE RD",SCOTTSDALE,AZ,85257,10.9,ON,BAR,INDEPENDENTS,On,YES,Damien,"**remote entry**Sent a message to Damien, who is one of the owners, about doing a sampling of the mead next week. Let him know id be with someone on Thursday, so Im just waiting for him to respond if hes available next week to taste all the flavors together. Will be following up, I think the mead would do great here",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/12/24,
"Phusion Projects - Mamitas","Nora Grusk",Fri,20241206,"06:18 PM",3402313,"RUM RUNNERS BAR","8355 N 7TH ST",PHOENIX,AZ,85020,0.0,ON,BAR,INDEPENDENTS,On,NO,Kristin,"Came in to follow up on my last visit, was able to introduce myself to one of the managers Kristin. Educated her on the brand, flavors, and pricing. Sampled the espresso together. She asked me to leave a couple samples for ownership and was really behind it, will follow up with their CCD rep",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Ellie Miller",Fri,20241206,"06:17 PM",4055284,"SPORTS LOUNGE OFF BROADWAY","44 CENTENNIAL BLVD",LITTLETON,CO,80129,0.0,ON,BAR,INDEPENDENTS,On,NO,Jack,"I spoke to the bartender Jack, who was quite busy with their Friday evening, rush. He happily took my contact info and information sheet with the product lineup. I asked when a good time to come back would be. He let me know that Wednesday afternoons are a great time to sit down with the bar manager and sample through our lineup, so I will come back next Wednesday!",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Ellie Miller",Fri,20241206,"06:17 PM",4055284,"SPORTS LOUNGE OFF BROADWAY","44 CENTENNIAL BLVD",LITTLETON,CO,80129,0.0,ON,BAR,INDEPENDENTS,On,NO,Jack,"I spoke to the bartender Jack, who was quite busy with their Friday evening, rush. He happily took my contact info and information sheet with the product lineup. I also left him a few samples, but asked when a good time to come back would be. He let me know that Wednesday afternoons are a great time to sit down with the bar manager and sample through our lineup, so I will come back next Wednesd...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"Colorado Cider","Ellie Miller",Fri,20241206,"06:16 PM",4055284,"SPORTS LOUNGE OFF BROADWAY","44 CENTENNIAL BLVD",LITTLETON,CO,80129,0.0,ON,BAR,INDEPENDENTS,On,NO,Jack,"I spoke to the bartender Jack, who was quite busy with their Friday evening, rush. He happily took my contact info and information sheet with the product lineup. I also left him a few samples, but asked when a good time to come back would be. He let me know that Wednesday afternoons are a great time to sit down with the bar manager and sample through our lineup, so I will come back next Wednesd...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
Fable,"Seth Hahn",Fri,20241206,"06:16 PM",4069977,"HOPSMITH TAVERN","1903 DIVISION ST",NASHVILLE,TN,37203,4.6,ON,BAR,INDEPENDENTS,On,NO,Curtis,"Fred wasnt in yet when I dropped in earlier. Seeing if they chatted about thc placement and where talks were with that. Will revisit early next week Wednesday is best day.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Seth Hahn",Fri,20241206,"06:15 PM",4069977,"HOPSMITH TAVERN","1903 DIVISION ST",NASHVILLE,TN,37203,4.6,ON,BAR,INDEPENDENTS,On,NO,Curtis,"Fred wasnt in yet when I dropped in earlier. Seeing if they chatted about thc placement and where talks were with that. Will revisit early next week Wednesday is best day.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Ellie Miller",Fri,20241206,"06:15 PM",4477620,"PROST BREWING CO & BIERGARTEN","53 CENTENNIAL BLVD",LITTLETON,CO,80129,0.1,ON,BAR,INDEPENDENTS,On,NO,,"I spoke with the bartender, but there was quite a long line, so I left my contact and some product information for them to pass along to the owner. They dont really make in-house cocktails but it looks like they batch a few drinks, so theres a possibility we could get in there. Ill come back next week on Wednesday a little earlier in the day to see if I can catch the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"Rhinegeist Brewing","Seth Hahn",Fri,20241206,"06:14 PM",4002894,"MARATHON EXPRESS","3508 NOLENSVILLE RD",NASHVILLE,TN,37211,0.3,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,NO,Anand,"Stopped back in again to see if I could catch the buyer for placement. Wasnt in revisit early next week for sampling and pricing talk.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Seth Hahn",Fri,20241206,"06:14 PM",4002894,"MARATHON EXPRESS","3508 NOLENSVILLE RD",NASHVILLE,TN,37211,0.3,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,NO,Anand,"Stopped back in again to see if I could catch the buyer for placement. Wasnt in revisit early next week for sampling and pricing talk.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Fable,"Seth Hahn",Fri,20241206,"06:14 PM",4002894,"MARATHON EXPRESS","3508 NOLENSVILLE RD",NASHVILLE,TN,37211,0.3,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,NO,Anand,"Stopped back in again to see if I could catch the buyer for placement. Wasnt in revisit early next week for sampling and pricing talk.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Ellie Miller",Fri,20241206,"06:14 PM",4477620,"PROST BREWING CO & BIERGARTEN","53 CENTENNIAL BLVD",LITTLETON,CO,80129,0.1,ON,BAR,INDEPENDENTS,On,NO,,"I spoke with the bartender, but there was quite a long line, so I left my contact and some product information for them to pass along to the owner. They do have their own beer, but they carry a few seltzers for people who dont drink beer. Ill come back next week on Wednesday a little earlier in the day to see if I can catch the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
CANN,"Seth Hahn",Fri,20241206,"06:14 PM",4002894,"MARATHON EXPRESS","3508 NOLENSVILLE RD",NASHVILLE,TN,37211,0.3,OFF,"CONVENIENCE/ GAS",INDEPENDENTS,Off,NO,Anand,"Stopped back in again to see if I could catch the buyer for placement. Wasnt in revisit early next week for sampling and pricing talk.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Wild Tonic","Nora Grusk",Fri,20241206,"06:14 PM",4347908,"BUTLERS EASY","8375 N 7TH ST STE C",PHOENIX,AZ,85020,0.0,ON,BAR,INDEPENDENTS,On,YES,Rosemary,"Came in to follow up after my last visit here, rosemary was waiting for things to pick up a little bit. With the holiday they are adding some new drinks. She said they havent had an ask for kombucha, but we talked about the n/a options being a possibility for January",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Colorado Cider","Ellie Miller",Fri,20241206,"06:13 PM",4477620,"PROST BREWING CO & BIERGARTEN","53 CENTENNIAL BLVD",LITTLETON,CO,80129,0.1,ON,BAR,INDEPENDENTS,On,NO,,"I spoke with the bartender, but there was quite a long line, so I left my contact and some product information for them to pass along to the owner. They do have their own beer, but they carry a few seltzers for people who dont drink beer, so I figure theyd be open to cider. Ill come back next week on Wednesday a little earlier in the day to see if I can catch the owner.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"The Bruery","Nora Grusk",Fri,20241206,"06:12 PM",4347908,"BUTLERS EASY","8375 N 7TH ST STE C",PHOENIX,AZ,85020,0.0,ON,BAR,INDEPENDENTS,On,YES,Rosemary,"Came in to follow up after my last visit here, rosemary was waiting for things to pick up a little bit per our last discussion . With the holiday they are adding some special drinks. We tasted the relax and goses together, she has been wanting a new sour and loved the cans. Asked me to follow back next week, but wants to bring in a case as her new sour",YES,NO,"THE BRUERY - GOSES ARE RED 6/4/16 CAN",PKG,1,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Phusion Projects - Mamitas","Nora Grusk",Fri,20241206,"06:09 PM",4347908,"BUTLERS EASY","8375 N 7TH ST STE C",PHOENIX,AZ,85020,0.0,ON,BAR,INDEPENDENTS,On,YES,Rosemary,"Came in to follow up after my last visit here, rosemary was waiting for things to pick up a little bit. With the holiday they are adding some special cocktails. Sampled Paloma and Sunrise and played around with some ideas. Left her extra samples to try with staff. She asked me to come back next week",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Celestial Mead","Nora Grusk",Fri,20241206,"06:05 PM",4347908,"BUTLERS EASY","8375 N 7TH ST STE C",PHOENIX,AZ,85020,0.0,ON,BAR,INDEPENDENTS,On,YES,Rosemary,"Did a sampling with Rosemary, the buyer at this location. They are gearing up for the holidays, and I want to try and get the mead in. Suggested doing a sampling as well if she were to bring it in. Sampling went well, she liked the barrel aged raspberry and banana split the best. She asked me to follow up next week",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"The Bruery","Nora Grusk",Fri,20241206,"06:02 PM",4113616,"OHSO BREWERY","335 N GILBERT RD STE 10",GILBERT,AZ,85234,21.2,ON,BAR,INDEPENDENTS,On,YES,"Brandon Smith","** remote entry ** Spoke with the buyer, Brandon. They are doing a Christmas event next Thursday. Hes bringing in 3 12 days kegs for the event! Getting more details from the crescent rep, will go in to support. Talked with Mike the crescent rep about the order as well",YES,NO,"THE BRUERY - DAYS OF THE WEEK 5.16 GAL",Draft,3,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,YES,12/12/24,
"Good Boy Vodka","Rebecca Christ",Fri,20241206,"05:57 PM",2860349,"LAMBERTS DOWNTOWN BBQ","401 W 2ND ST",AUSTIN,TX,78701,1.2,ON,RESTAURANT,INDEPENDENTS,On,NO,Chelsea,"Introduced myself to the general manager Chelsea. She informed me that the bar manager is Shelby and although she is out today she is typically in on Friday and the best day to meet her is on Thursdays. They have staff meetings at 3pm on Thursdays so 4pm is the best time to stop in. Will circle back next week with samples for the bar manager.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/13/24,
"Rogue Ales","Drew Ashpole",Fri,20241206,"05:53 PM",4151972,"THE YARD","107 S CHURCH ST",MCKINNEY,TX,75069,0.2,ON,BAR,INDEPENDENTS,On,NO,Matt,"Met with Matt for lunch. We went over the ABP and plans, targets for the upcoming year. He said he had asked and Tiffany wasnt in today",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Erin Carranza",Fri,20241206,"05:49 PM",4020641,"HENSLEY & COMPANY SP EVE 00033","2555 N NEVADA ST",CHANDLER,AZ,85225,1.1,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,Off,NO,,"Came in to do a hot shot of JDs for my sampling at liquor express",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Michael Perillo",Fri,20241206,"05:46 PM",3308127,"COLLECTORS CHOICE RESTAURANT","215 CYPRESS AVE",SNOHOMISH,WA,98290,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Will,"Spoke with Will about new placement opportunities for Holidaily. Will said he is very interested and will speak with his Columbia rep Mike about ordering within the next few weeks after he finds a spot.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rogue Ales","Michael Perillo",Fri,20241206,"05:46 PM",3308127,"COLLECTORS CHOICE RESTAURANT","215 CYPRESS AVE",SNOHOMISH,WA,98290,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Will,"Spoke with Will about new placement opportunities forRogue. Will said he is very interested in the new IPA and possibly Santas reserve. and will speak with his Columbia rep Mike about ordering within the next few weeks after he finds a spot.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"One Tree Hard Cider","Michael Perillo",Fri,20241206,"05:46 PM",3308127,"COLLECTORS CHOICE RESTAURANT","215 CYPRESS AVE",SNOHOMISH,WA,98290,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Will,"Spoke with Will about bringing in one tree, he said he will speak with his NWB rep about ordering either a keg or package on Huckleberry and he very interested in bringing in snow globe. Need to touch base with Will next Friday around 1pm",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/13/24,
"High Rise","Charlotte Simons",Fri,20241206,"05:46 PM",166786,"DAN ELECTROS","1031 E 24TH",HOUSTON,TX,77009,1.9,ON,BAR,INDEPENDENTS,On,YES,"Chase-Bar Manager","Set up a demo for 12/27 for a night show from 8-10. The 2 bands playing are friends of mine, so itll be easy to get them to shout out the brand and stuff. Chase said hell bring in another SKU so they dont just have one, but well figure out which flavors to showcase once we get closer to then. They only carry one SKU at the moment but it does really well.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Holidaily,"Drew Ashpole",Fri,20241206,"05:39 PM",4324853,"ARCADE92 RETRO GAMING BAR","305 E VIRGINIA ST STE 103",MCKINNEY,TX,75069,0.0,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,YES,Julia,"They were in the middle of an anniversary party so she didnt have much time to talk. She said she is good on everything right now especially since they did their buy ins for this party",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Rogue Ales","Drew Ashpole",Fri,20241206,"05:39 PM",4324853,"ARCADE92 RETRO GAMING BAR","305 E VIRGINIA ST STE 103",MCKINNEY,TX,75069,0.0,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,YES,Julia,"They were in the middle of an anniversary party so she didnt have much time to talk. She said she is good on everything right now especially since they did their buy ins for this party. She also informed me theres a new person covering this area and was kind enough to give me her phone number",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Alex Privet",Fri,20241206,"05:39 PM",3059783,"BIG STAR BAR","1005 W 19TH",HOUSTON,TX,77008,21.7,ON,BAR,INDEPENDENTS,On,YES,Arian,"Met with Arian - Sampled him on Garage Beer and left additional samples for him. He loved this product, they only have package beer here but there is an opportunity for this brand to be their featured light beer.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Ellie Miller",Fri,20241206,"05:38 PM",4353752,"THE GYM CO","18951 E MAINSTREET STE C",PARKER,CO,80134,0.0,ON,BAR,INDEPENDENTS,On,YES,Samantha,"I met Samantha, the bar manager, and she is actually sober. She said that she has tried a lot of different nonalcoholic experiences, including ritual. She really likes the idea of bringing in an N.A. spirit so she isnt making lemonades and Shirley Temple for people requesting more advanced mocktails. She asked that I come back in to check in next week, Wednesday (after 4pm) being the best day s...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Garage Beer","Drew Ashpole",Fri,20241206,"05:38 PM",4324853,"ARCADE92 RETRO GAMING BAR","305 E VIRGINIA ST STE 103",MCKINNEY,TX,75069,0.0,ON,"RECREATION/ ENTERTAINMENT",INDEPENDENTS,On,YES,Julia,"They were in the middle of an anniversary party so she didnt have much time to talk. She said she is good on everything right now especially since they did their buy ins for this party. They do have garage beer in, but it hasnt been tapped up yet",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Colorado Cider","Ellie Miller",Fri,20241206,"05:37 PM",4353752,"THE GYM CO","18951 E MAINSTREET STE C",PARKER,CO,80134,0.0,ON,BAR,INDEPENDENTS,On,YES,Samantha,"I met Samantha and she unfortunately doesnt do a lot of cider here, so she decided no on CCC.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Good Boy Vodka","Ellie Miller",Fri,20241206,"05:35 PM",4353752,"THE GYM CO","18951 E MAINSTREET STE C",PARKER,CO,80134,0.0,ON,BAR,INDEPENDENTS,On,YES,Samantha,"I met with Samantha, who is the bar manager and she let me know that she is very excited about GBV and the mission! She unfortunately doesnt drink and didnt want to sample obviously, but asked that I leave the samples for some of her regulars that come in every Friday night to try. She is super open to bucket specials and POS. They dont have a big military crowd, but they do have a lot of sport...",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,12/11/24,
"Odell Brewing Co","Jay Watson",Fri,20241206,"05:35 PM",3971308,"THE THIRSTY GROWLER","5733 HWY 121 STE 230","THE COLONY",TX,75056,0.0,ON,BAR,INDEPENDENTS,On,YES,Cody,"They still have Wire Walker and Friek on tap from our event. They actually ordered another Friek keg as well! I will follow up with him via text next week to see if he could bring in Isolation Ale or 90 Shilling. Only because they have a lot of IPAs on tap.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Clearly Canadian","Keara Hogan",Fri,20241206,"05:33 PM",2642593,"MERRY ARTS LOUNGE","15607 DETROIT AVE",LAKEWOOD,OH,44107,0.0,ON,BAR,INDEPENDENTS,On,YES,Saul,"Spoke with saul and he said to stop by next Wednesday with more samples and we can look into getting some thing in!",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Toppling Goliath","Sam Gard",Fri,20241206,"05:33 PM",3238190,"CITIZEN PUBLIC HOUSE","7111 E 5TH AVE",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Shay,"I met Shay today and told him about TG and some of our core offerings. He said that Tanner is still in charge of their bar program so he will pass along my card and let her know I stopped by. They were just getting open so I will email Tanner that I stopped by and schedule a time to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Mason Ale Works","Sam Gard",Fri,20241206,"05:33 PM",3238190,"CITIZEN PUBLIC HOUSE","7111 E 5TH AVE",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Shay,"I met Shay today and told him about our brands and some of our core offerings. He said that Tanner is still in charge of their bar program so he will pass along my card and let her know I stopped by. They were just getting open so I will email Tanner that I stopped by and schedule a time to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"High Rise","Jay Watson",Fri,20241206,"05:32 PM",3971308,"THE THIRSTY GROWLER","5733 HWY 121 STE 230","THE COLONY",TX,75056,0.0,ON,BAR,INDEPENDENTS,On,YES,Cody,"Dropped off some samples with Cody of pineapple and grapefruit. He was a bit busy but I was able to briefly discuss discounts through Dynamo and go over the product details. He said he would give them a try but this should be an EASY layup. I will follow up with him via text or in person next week.",NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
Ritual,"Sam Gard",Fri,20241206,"05:32 PM",3238190,"CITIZEN PUBLIC HOUSE","7111 E 5TH AVE",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,YES,Shay,"I met Shay today and told him about our NA lineup and gave him samples and my biz card. They are currently using SeedLip and Lyres for their NA cocktails. He said that Tanner is still in charge of their bar program but he is excited to try these with her and their F&B Curtis. They were just getting open so I will email Tanner that I stopped by and schedule a time to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
"Best Day Brewing","Sam Gard",Fri,20241206,"05:31 PM",3238190,"CITIZEN PUBLIC HOUSE","7111 E 5TH AVE",SCOTTSDALE,AZ,85251,0.0,ON,RESTAURANT,INDEPENDENTS,On,NO,Shay,"I met Shay today and told him about our NA lineup and gave him samples and sell sheets. They currently only carry one NA beer and it is an import. He said that Tanner is still in charge of their bar program but he is excited to try these with her and their F&B Curtis. They were just getting open so I will email Tanner that I stopped by and schedule a time to follow up.",NO,NO,,,,,,,,,,,,,,,,,,,"Other (See CMC Notes)",YES,YES,NO,NO,,,NO,NO,,NO,NO,NO,,,,,,NO,NO,,,,,,,,,,,,,,,,,NO,NO,,
